Time(sec),CH1,CH2,CH3,CH4,Wavelength
29.399685,1,0,0,0,1524.61033
29.599683,1,0,0,0,1524.60806
29.799681,1,0,0,0,1524.60806
29.999679,1,0,0,0,1524.60996
30.199677,1,0,0,0,1524.60996
30.399674,1,0,0,0,1524.60674
30.599672,1,0,0,0,1524.60806
30.79967,1,0,0,0,1524.61166
30.999668,1,0,0,0,1524.60844
31.199666,1,0,0,0,1524.60995
31.399666,1,0,0,0,1524.60806
31.599662,1,0,0,0,1524.61033
31.799659,1,0,0,0,1524.60674
31.999657,1,0,0,0,1524.60674
32.199655,1,0,0,0,1524.60617
32.399653,1,0,0,0,1524.60674
32.599651,1,0,0,0,1524.60806
32.799649,1,0,0,0,1524.60939
32.999647,1,0,0,0,1524.61033
33.199644,1,0,0,0,1524.60674
33.399642,1,0,0,0,1524.60995
33.59964,1,0,0,0,1524.60844
33.799638,1,0,0,0,1524.60806
33.999636,1,0,0,0,1524.60806
34.199634,1,0,0,0,1524.60806
34.399632,1,0,0,0,1524.60712
34.59963,1,0,0,0,1524.60995
34.799628,1,0,0,0,1524.60806
34.999625,1,0,0,0,1524.60844
35.199623,1,0,0,0,1524.60844
35.399621,1,0,0,0,1524.60844
35.599619,1,0,0,0,1524.60938
35.799617,1,0,0,0,1524.61033
35.999614,1,0,0,0,1524.60806
36.199612,1,0,0,0,1524.60806
36.39961,1,0,0,0,1524.61165
36.599611,1,0,0,0,1524.60844
36.799606,1,0,0,0,1524.60844
36.999604,1,0,0,0,1524.60617
37.199602,1,0,0,0,1524.61165
37.3996,1,0,0,0,1524.60995
37.599597,1,0,0,0,1524.60844
37.799595,1,0,0,0,1524.60806
37.999593,1,0,0,0,1524.60674
38.199591,1,0,0,0,1524.60674
38.399589,1,0,0,0,1524.60806
38.599586,1,0,0,0,1524.60674
38.799584,1,0,0,0,1524.60938
38.999582,1,0,0,0,1524.60749
39.19958,1,0,0,0,1524.60844
39.399578,1,0,0,0,1524.60938
39.599576,1,0,0,0,1524.60806
39.799574,1,0,0,0,1524.60995
39.999572,1,0,0,0,1524.60938
40.19957,1,0,0,0,1524.60843
40.399567,1,0,0,0,1524.60806
40.599565,1,0,0,0,1524.60673
40.799563,1,0,0,0,1524.60843
40.999561,1,0,0,0,1524.60805
41.199559,1,0,0,0,1524.60673
41.399557,1,0,0,0,1524.61032
41.599555,1,0,0,0,1524.60805
41.799552,1,0,0,0,1524.60994
41.99955,1,0,0,0,1524.60994
42.199548,1,0,0,0,1524.60805
42.399546,1,0,0,0,1524.60994
42.599544,1,0,0,0,1524.60805
42.799541,1,0,0,0,1524.60673
42.99954,1,0,0,0,1524.60843
43.199537,1,0,0,0,1524.60843
43.399535,1,0,0,0,1524.60994
43.599533,1,0,0,0,1524.60994
43.799531,1,0,0,0,1524.61032
43.999529,1,0,0,0,1524.60994
44.199527,1,0,0,0,1524.60805
44.399525,1,0,0,0,1524.60805
44.599523,1,0,0,0,1524.60994
44.79952,1,0,0,0,1524.60994
44.999518,1,0,0,0,1524.60843
45.199516,1,0,0,0,1524.60616
45.399514,1,0,0,0,1524.60843
45.599512,1,0,0,0,1524.61032
45.799511,1,0,0,0,1524.60994
45.999507,1,0,0,0,1524.60994
46.199505,1,0,0,0,1524.60994
46.399503,1,0,0,0,1524.60994
46.599501,1,0,0,0,1524.61126
46.799499,1,0,0,0,1524.60805
46.999496,1,0,0,0,1524.60937
47.199494,1,0,0,0,1524.61032
47.399492,1,0,0,0,1524.60843
47.59949,1,0,0,0,1524.60994
47.799488,1,0,0,0,1524.60843
47.999486,1,0,0,0,1524.60994
48.199484,1,0,0,0,1524.61126
48.399482,1,0,0,0,1524.61032
48.599479,1,0,0,0,1524.60994
48.799477,1,0,0,0,1524.60994
48.999475,1,0,0,0,1524.60843
49.199473,1,0,0,0,1524.60672
49.399471,1,0,0,0,1524.60994
49.599469,1,0,0,0,1524.60843
49.799467,1,0,0,0,1524.60843
49.999465,1,0,0,0,1524.60994
50.199462,1,0,0,0,1524.60994
50.399461,1,0,0,0,1524.60994
50.599458,1,0,0,0,1524.60994
50.799456,1,0,0,0,1524.60805
50.999454,1,0,0,0,1524.60843
51.199451,1,0,0,0,1524.60805
51.399449,1,0,0,0,1524.60994
51.599447,1,0,0,0,1524.60994
51.799445,1,0,0,0,1524.60994
51.999443,1,0,0,0,1524.60842
52.199441,1,0,0,0,1524.60842
52.399439,1,0,0,0,1524.60994
52.599437,1,0,0,0,1524.60842
52.799434,1,0,0,0,1524.60672
52.999432,1,0,0,0,1524.60993
53.19943,1,0,0,0,1524.60993
53.399428,1,0,0,0,1524.61031
53.599426,1,0,0,0,1524.60899
53.799424,1,0,0,0,1524.60804
53.999421,1,0,0,0,1524.60993
54.199419,1,0,0,0,1524.60993
54.399417,1,0,0,0,1524.61031
54.599415,1,0,0,0,1524.60804
54.799413,1,0,0,0,1524.60804
54.999411,1,0,0,0,1524.60672
55.199409,1,0,0,0,1524.60804
55.399407,1,0,0,0,1524.60842
55.599404,1,0,0,0,1524.60842
55.799402,1,0,0,0,1524.60993
55.9994,1,0,0,0,1524.60804
56.199398,1,0,0,0,1524.60993
56.399396,1,0,0,0,1524.60804
56.599394,1,0,0,0,1524.61031
56.799392,1,0,0,0,1524.60842
56.999389,1,0,0,0,1524.60615
57.199387,1,0,0,0,1524.60672
57.399385,1,0,0,0,1524.61031
57.599383,1,0,0,0,1524.60993
57.799381,1,0,0,0,1524.60804
57.999379,1,0,0,0,1524.60993
58.199377,1,0,0,0,1524.60842
58.399374,1,0,0,0,1524.60842
58.599372,1,0,0,0,1524.60709
58.79937,1,0,0,0,1524.60804
58.999368,1,0,0,0,1524.61031
59.199366,1,0,0,0,1524.60936
59.399364,1,0,0,0,1524.60993
59.599362,1,0,0,0,1524.61031
59.799359,1,0,0,0,1524.61163
59.999357,1,0,0,0,1524.60993
60.199355,1,0,0,0,1524.61031
60.399353,1,0,0,0,1524.60898
60.599351,1,0,0,0,1524.60936
60.799349,1,0,0,0,1524.60709
60.999346,1,0,0,0,1524.60993
61.199344,1,0,0,0,1524.60842
61.399342,1,0,0,0,1524.60993
61.59934,1,0,0,0,1524.60936
61.799338,1,0,0,0,1524.60804
61.999336,1,0,0,0,1524.60993
62.199334,1,0,0,0,1524.60841
62.399331,1,0,0,0,1524.60993
62.599329,1,0,0,0,1524.6103
62.799327,1,0,0,0,1524.6103
62.999325,1,0,0,0,1524.60841
63.199323,1,0,0,0,1524.60803
63.399321,1,0,0,0,1524.61163
63.599319,1,0,0,0,1524.60803
63.799316,1,0,0,0,1524.60992
63.999314,1,0,0,0,1524.60709
64.199312,1,0,0,0,1524.60841
64.39931,1,0,0,0,1524.60936
64.599308,1,0,0,0,1524.60671
64.799306,1,0,0,0,1524.60803
64.999304,1,0,0,0,1524.60841
65.199301,1,0,0,0,1524.60841
65.399299,1,0,0,0,1524.60841
65.599297,1,0,0,0,1524.60747
65.799295,1,0,0,0,1524.6103
65.999293,1,0,0,0,1524.60992
66.199291,1,0,0,0,1524.61162
66.399289,1,0,0,0,1524.60803
66.599287,1,0,0,0,1524.60841
66.799284,1,0,0,0,1524.60671
66.999282,1,0,0,0,1524.60803
67.19928,1,0,0,0,1524.60747
67.399278,1,0,0,0,1524.60992
67.599276,1,0,0,0,1524.60803
67.799273,1,0,0,0,1524.60841
67.999272,1,0,0,0,1524.60841
68.199269,1,0,0,0,1524.60803
68.399267,1,0,0,0,1524.60841
68.599265,1,0,0,0,1524.60841
68.799263,1,0,0,0,1524.60803
68.999261,1,0,0,0,1524.60671
69.199259,1,0,0,0,1524.60803
69.399256,1,0,0,0,1524.60671
69.599254,1,0,0,0,1524.60803
69.799252,1,0,0,0,1524.60614
69.99925,1,0,0,0,1524.60841
70.199248,1,0,0,0,1524.60671
70.399246,1,0,0,0,1524.60803
70.599244,1,0,0,0,1524.60671
70.799242,1,0,0,0,1524.60671
70.999239,1,0,0,0,1524.60614
71.199237,1,0,0,0,1524.60803
71.399235,1,0,0,0,1524.60671
71.599233,1,0,0,0,1524.60671
71.799231,1,0,0,0,1524.60841
71.999229,1,0,0,0,1524.60803
72.199227,1,0,0,0,1524.60671
72.399224,1,0,0,0,1524.60841
72.599222,1,0,0,0,1524.60746
72.79922,1,0,0,0,1524.60746
72.999218,1,0,0,0,1524.60803
73.199216,1,0,0,0,1524.60746
73.399214,1,0,0,0,1524.60671
73.599211,1,0,0,0,1524.60671
73.799209,1,0,0,0,1524.60671
73.999207,1,0,0,0,1524.60841
74.199205,1,0,0,0,1524.60803
74.399203,1,0,0,0,1524.60671
74.599201,1,0,0,0,1524.6067
74.799199,1,0,0,0,1524.60803
74.999197,1,0,0,0,1524.60614
75.199194,1,0,0,0,1524.60614
75.399192,1,0,0,0,1524.60614
75.59919,1,0,0,0,1524.6067
75.799188,1,0,0,0,1524.60614
75.999186,1,0,0,0,1524.60614
76.199184,1,0,0,0,1524.60746
76.399182,1,0,0,0,1524.60614
76.59918,1,0,0,0,1524.60614
76.799177,1,0,0,0,1524.6067
76.999175,1,0,0,0,1524.60613
77.199173,1,0,0,0,1524.6067
77.399171,1,0,0,0,1524.6067
77.599169,1,0,0,0,1524.6067
77.799166,1,0,0,0,1524.60613
77.999165,1,0,0,0,1524.60425
78.199162,1,0,0,0,1524.6067
78.39916,1,0,0,0,1524.60708
78.599158,1,0,0,0,1524.60481
78.799156,1,0,0,0,1524.6016
78.999154,1,0,0,0,1524.60746
79.199152,1,0,0,0,1524.6067
79.399149,1,0,0,0,1524.60746
79.599148,1,0,0,0,1524.60425
79.799145,1,0,0,0,1524.60481
79.999143,1,0,0,0,1524.60613
80.199141,1,0,0,0,1524.60481
80.399139,1,0,0,0,1524.60425
80.599137,1,0,0,0,1524.6067
80.799135,1,0,0,0,1524.60425
80.999133,1,0,0,0,1524.60292
81.19913,1,0,0,0,1524.6067
81.399128,1,0,0,0,1524.60613
81.599126,1,0,0,0,1524.6067
81.799124,1,0,0,0,1524.60613
81.999122,1,0,0,0,1524.60613
82.19912,1,0,0,0,1524.60613
82.399117,1,0,0,0,1524.60424
82.599115,1,0,0,0,1524.60235
82.799113,1,0,0,0,1524.60481
82.999111,1,0,0,0,1524.6067
83.199109,1,0,0,0,1524.60613
83.399107,1,0,0,0,1524.60481
83.599105,1,0,0,0,1524.60802
83.799102,1,0,0,0,1524.60519
83.9991,1,0,0,0,1524.60613
84.199098,1,0,0,0,1524.60613
84.399096,1,0,0,0,1524.60802
84.599094,1,0,0,0,1524.60613
84.799092,1,0,0,0,1524.60424
84.99909,1,0,0,0,1524.60613
85.199087,1,0,0,0,1524.60745
85.399085,1,0,0,0,1524.60424
85.599083,1,0,0,0,1524.60481
85.799081,1,0,0,0,1524.60556
85.999079,1,0,0,0,1524.60481
86.199077,1,0,0,0,1524.60613
86.399075,1,0,0,0,1524.60613
86.599072,1,0,0,0,1524.60481
86.79907,1,0,0,0,1524.60424
86.999068,1,0,0,0,1524.60481
87.199066,1,0,0,0,1524.60481
87.399064,1,0,0,0,1524.60481
87.599062,1,0,0,0,1524.60424
87.79906,1,0,0,0,1524.60292
87.999058,1,0,0,0,1524.60481
88.199055,1,0,0,0,1524.60613
88.399053,1,0,0,0,1524.60481
88.599051,1,0,0,0,1524.60481
88.799049,1,0,0,0,1524.60292
88.999047,1,0,0,0,1524.60481
89.199045,1,0,0,0,1524.60481
89.399043,1,0,0,0,1524.60481
89.599041,1,0,0,0,1524.60424
89.799038,1,0,0,0,1524.60424
89.999036,1,0,0,0,1524.60235
90.199034,1,0,0,0,1524.6067
90.399032,1,0,0,0,1524.60802
90.59903,1,0,0,0,1524.60481
90.799028,1,0,0,0,1524.60481
90.999025,1,0,0,0,1524.6067
91.199023,1,0,0,0,1524.60424
91.399021,1,0,0,0,1524.6067
91.599019,1,0,0,0,1524.6067
91.799017,1,0,0,0,1524.60991
91.999015,1,0,0,0,1524.6067
92.199013,1,0,0,0,1524.60518
92.39901,1,0,0,0,1524.60613
92.599009,1,0,0,0,1524.60424
92.799006,1,0,0,0,1524.60424
92.999004,1,0,0,0,1524.60613
93.199002,1,0,0,0,1524.6048
93.399,1,0,0,0,1524.6048
93.598998,1,0,0,0,1524.60613
93.798995,1,0,0,0,1524.60424
93.998993,1,0,0,0,1524.60424
94.198991,1,0,0,0,1524.6067
94.398989,1,0,0,0,1524.6048
94.598987,1,0,0,0,1524.6067
94.798985,1,0,0,0,1524.6048
94.998983,1,0,0,0,1524.60802
95.198981,1,0,0,0,1524.60613
95.398978,1,0,0,0,1524.60424
95.598976,1,0,0,0,1524.60291
95.798975,1,0,0,0,1524.60801
95.998972,1,0,0,0,1524.60424
96.19897,1,0,0,0,1524.60556
96.398968,1,0,0,0,1524.6067
96.598966,1,0,0,0,1524.60745
96.798964,1,0,0,0,1524.60613
96.998961,1,0,0,0,1524.60518
97.198959,1,0,0,0,1524.60613
97.398957,1,0,0,0,1524.60291
97.598955,1,0,0,0,1524.60291
97.798953,1,0,0,0,1524.60613
97.998951,1,0,0,0,1524.60613
98.198949,1,0,0,0,1524.6048
98.398947,1,0,0,0,1524.6048
98.598944,1,0,0,0,1524.60801
98.798942,1,0,0,0,1524.60801
98.99894,1,0,0,0,1524.60707
99.198938,1,0,0,0,1524.60669
99.398936,1,0,0,0,1524.60839
99.598934,1,0,0,0,1524.60839
99.798932,1,0,0,0,1524.60423
99.998929,1,0,0,0,1524.60612
100.198927,1,0,0,0,1524.6048
100.398925,1,0,0,0,1524.6048
100.598923,1,0,0,0,1524.60612
100.798921,1,0,0,0,1524.60669
100.998919,1,0,0,0,1524.60612
101.198916,1,0,0,0,1524.60745
101.398914,1,0,0,0,1524.60612
101.598912,1,0,0,0,1524.60424
101.79891,1,0,0,0,1524.6048
101.998908,1,0,0,0,1524.60745
102.198906,1,0,0,0,1524.60424
102.398904,1,0,0,0,1524.60801
102.598902,1,0,0,0,1524.60613
102.798899,1,0,0,0,1524.60801
102.998897,1,0,0,0,1524.60801
103.198895,1,0,0,0,1524.60669
103.398893,1,0,0,0,1524.60424
103.598891,1,0,0,0,1524.60613
103.798889,1,0,0,0,1524.60613
103.998887,1,0,0,0,1524.60801
104.198884,1,0,0,0,1524.60613
104.398882,1,0,0,0,1524.60613
104.59888,1,0,0,0,1524.60669
104.798878,1,0,0,0,1524.6048
104.998876,1,0,0,0,1524.6048
105.198874,1,0,0,0,1524.6048
105.398872,1,0,0,0,1524.60613
105.59887,1,0,0,0,1524.6048
105.798867,1,0,0,0,1524.61028
105.998865,1,0,0,0,1524.60669
106.198863,1,0,0,0,1524.60613
106.398861,1,0,0,0,1524.60613
106.598859,1,0,0,0,1524.6048
106.798857,1,0,0,0,1524.60613
106.998855,1,0,0,0,1524.60801
107.198852,1,0,0,0,1524.60613
107.39885,1,0,0,0,1524.60745
107.598848,1,0,0,0,1524.6048
107.798846,1,0,0,0,1524.60612
107.998844,1,0,0,0,1524.60839
108.198842,1,0,0,0,1524.60745
108.39884,1,0,0,0,1524.60801
108.598837,1,0,0,0,1524.60839
108.798835,1,0,0,0,1524.60612
108.998833,1,0,0,0,1524.60612
109.198831,1,0,0,0,1524.60801
109.398829,1,0,0,0,1524.60669
109.598827,1,0,0,0,1524.60801
109.798825,1,0,0,0,1524.60612
109.998822,1,0,0,0,1524.6048
110.19882,1,0,0,0,1524.60801
110.398818,1,0,0,0,1524.60801
110.598816,1,0,0,0,1524.6048
110.798814,1,0,0,0,1524.60839
110.998812,1,0,0,0,1524.60839
111.19881,1,0,0,0,1524.6099
111.398808,1,0,0,0,1524.60745
111.598805,1,0,0,0,1524.60669
111.798803,1,0,0,0,1524.60423
111.998801,1,0,0,0,1524.60669
112.198799,1,0,0,0,1524.60669
112.398797,1,0,0,0,1524.60612
112.598795,1,0,0,0,1524.6048
112.798793,1,0,0,0,1524.60669
112.998791,1,0,0,0,1524.60669
113.198788,1,0,0,0,1524.60801
113.398786,1,0,0,0,1524.60669
113.598784,1,0,0,0,1524.60669
113.798782,1,0,0,0,1524.60612
113.99878,1,0,0,0,1524.60801
114.198778,1,0,0,0,1524.60801
114.398776,1,0,0,0,1524.60801
114.598773,1,0,0,0,1524.60669
114.798771,1,0,0,0,1524.60745
114.998769,1,0,0,0,1524.60612
115.198767,1,0,0,0,1524.60612
115.398765,1,0,0,0,1524.60801
115.598763,1,0,0,0,1524.60745
115.798761,1,0,0,0,1524.60801
115.998759,1,0,0,0,1524.60669
116.198756,1,0,0,0,1524.60669
116.398755,1,0,0,0,1524.60669
116.598752,1,0,0,0,1524.60933
116.79875,1,0,0,0,1524.60801
116.998748,1,0,0,0,1524.60801
117.198746,1,0,0,0,1524.60839
117.398743,1,0,0,0,1524.60669
117.598742,1,0,0,0,1524.60744
117.798739,1,0,0,0,1524.60801
117.998737,1,0,0,0,1524.60801
118.198735,1,0,0,0,1524.60423
118.398733,1,0,0,0,1524.60669
118.598731,1,0,0,0,1524.60612
118.798729,1,0,0,0,1524.60801
118.998727,1,0,0,0,1524.60839
119.198724,1,0,0,0,1524.6099
119.398722,1,0,0,0,1524.60801
119.59872,1,0,0,0,1524.60423
119.798718,1,0,0,0,1524.60612
119.998716,1,0,0,0,1524.60744
120.198714,1,0,0,0,1524.60706
120.398711,1,0,0,0,1524.61122
120.59871,1,0,0,0,1524.60801
120.798707,1,0,0,0,1524.60801
120.998705,1,0,0,0,1524.60669
121.198703,1,0,0,0,1524.60933
121.398701,1,0,0,0,1524.60801
121.598699,1,0,0,0,1524.60612
121.798697,1,0,0,0,1524.60612
121.998694,1,0,0,0,1524.60839
122.198692,1,0,0,0,1524.60612
122.39869,1,0,0,0,1524.60839
122.598688,1,0,0,0,1524.60801
122.798686,1,0,0,0,1524.60669
122.998684,1,0,0,0,1524.60801
123.198682,1,0,0,0,1524.60801
123.398679,1,0,0,0,1524.60706
123.598677,1,0,0,0,1524.60801
123.798675,1,0,0,0,1524.60933
123.998673,1,0,0,0,1524.60612
124.198671,1,0,0,0,1524.60801
124.398669,1,0,0,0,1524.60669
124.598667,1,0,0,0,1524.60801
124.798665,1,0,0,0,1524.60479
124.998662,1,0,0,0,1524.60801
125.19866,1,0,0,0,1524.6099
125.398659,1,0,0,0,1524.61311
125.598656,1,0,0,0,1524.64997
125.798654,1,0,0,0,1524.57134
125.998652,1,0,0,0,1524.60423
126.19865,1,0,0,0,1524.58249
126.398648,1,0,0,0,1524.6339
126.598645,1,0,0,0,1524.49878
126.798643,1,0,0,0,1524.6511
126.998641,1,0,0,0,1524.71234
127.198639,1,0,0,0,1524.63258
127.398637,1,0,0,0,1524.55452
127.598635,1,0,0,0,1524.63447
127.798633,1,0,0,0,1524.64751
127.99863,1,0,0,0,1524.62653
128.198628,1,0,0,0,1524.59307
128.398626,1,0,0,0,1524.58759
128.598624,1,0,0,0,1524.60801
128.798622,1,0,0,0,1524.63503
128.99862,1,0,0,0,1524.59459
129.198618,1,0,0,0,1524.6029
129.398615,1,0,0,0,1524.61538
129.598613,1,0,0,0,1524.59554
129.798611,1,0,0,0,1524.58249
129.998609,1,0,0,0,1524.59308
130.198607,1,0,0,0,1524.58438
130.398605,1,0,0,0,1524.54508
130.598603,1,0,0,0,1524.55642
130.7986,1,0,0,0,1524.56908
130.998598,1,0,0,0,1524.59913
131.198596,1,0,0,0,1524.59138
131.398594,1,0,0,0,1524.50237
131.598592,1,0,0,0,1524.47874
131.79859,1,0,0,0,1524.47648
131.998588,1,0,0,0,1524.47837
132.198586,1,0,0,0,1524.47667
132.398584,1,0,0,0,1524.47647
132.598581,1,0,0,0,1524.47647
132.798579,1,0,0,0,1524.47667
132.998577,1,0,0,0,1524.47837
133.198575,1,0,0,0,1524.47837
133.398573,1,0,0,0,1524.47647
133.598571,1,0,0,0,1524.47647
133.798568,1,0,0,0,1524.47666
133.998566,1,0,0,0,1524.47685
134.198564,1,0,0,0,1524.47666
134.398562,1,0,0,0,1524.47667
134.59856,1,0,0,0,1524.47667
134.798558,1,0,0,0,1524.47477
134.998556,1,0,0,0,1524.47477
135.198554,1,0,0,0,1524.47478
135.398551,1,0,0,0,1524.47667
135.598549,1,0,0,0,1524.47818
135.798547,1,0,0,0,1524.47667
135.998545,1,0,0,0,1524.47837
136.198543,1,0,0,0,1524.47837
136.398541,1,0,0,0,1524.47648
136.598539,1,0,0,0,1524.47837
136.798537,1,0,0,0,1524.47667
136.998534,1,0,0,0,1524.47477
137.198532,1,0,0,0,1524.47647
137.39853,1,0,0,0,1524.47647
137.598528,1,0,0,0,1524.47837
137.798526,1,0,0,0,1524.47836
137.998524,1,0,0,0,1524.47666
138.198522,1,0,0,0,1524.47666
138.39852,1,0,0,0,1524.47628
138.598517,1,0,0,0,1524.47667
138.798515,1,0,0,0,1524.47837
138.998513,1,0,0,0,1524.47685
139.198511,1,0,0,0,1524.47667
139.398509,1,0,0,0,1524.47856
139.598507,1,0,0,0,1524.47648
139.798505,1,0,0,0,1524.47667
139.998502,1,0,0,0,1524.47648
140.1985,1,0,0,0,1524.47477
140.398498,1,0,0,0,1524.47874
140.598496,1,0,0,0,1524.47647
140.798494,1,0,0,0,1524.47837
140.998492,1,0,0,0,1524.47666
141.19849,1,0,0,0,1524.47647
141.398487,1,0,0,0,1524.47666
141.598485,1,0,0,0,1524.47836
141.798483,1,0,0,0,1524.47855
141.998481,1,0,0,0,1524.47855
142.198479,1,0,0,0,1524.47667
142.398477,1,0,0,0,1524.47477
142.598475,1,0,0,0,1524.47818
142.798473,1,0,0,0,1524.47837
142.99847,1,0,0,0,1524.47855
143.198468,1,0,0,0,1524.47837
143.398466,1,0,0,0,1524.47647
143.598464,1,0,0,0,1524.47855
143.798462,1,0,0,0,1524.47818
143.99846,1,0,0,0,1524.47647
144.198458,1,0,0,0,1524.47836
144.398456,1,0,0,0,1524.47836
144.598453,1,0,0,0,1524.47647
144.798451,1,0,0,0,1524.47628
144.998449,1,0,0,0,1524.47458
145.198447,1,0,0,0,1524.47666
145.398445,1,0,0,0,1524.47666
145.598443,1,0,0,0,1524.47818
145.79844,1,0,0,0,1524.47837
145.998439,1,0,0,0,1524.47667
146.198436,1,0,0,0,1524.47837
146.398434,1,0,0,0,1524.47667
146.598432,1,0,0,0,1524.47647
